category,difficulty,question,option1,option2,option3,option4,correctIndex,gameType,tags,active
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 7: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 8: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 9: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 10: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 11: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 12: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 13: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 14: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 15: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 16: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 17: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 18: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 19: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 20: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 21: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 22: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 23: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 24: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 25: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 26: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 27: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 28: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 29: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 30: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 31: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 32: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 33: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 34: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 35: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 36: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 37: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 38: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 39: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 40: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 41: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 42: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 43: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 44: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 45: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 46: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 47: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 48: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 49: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 50: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 1: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 2: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 3: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 4: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 5: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 6: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 7: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 8: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 9: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 10: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 11: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 12: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 13: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 14: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 15: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 16: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 17: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 18: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 19: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 20: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 21: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 22: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 23: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 24: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 25: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 26: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 27: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 28: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 29: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 30: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 31: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 32: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 33: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 34: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 35: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 36: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 37: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 38: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 39: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 40: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 41: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 42: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 43: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 44: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 45: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 46: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 47: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 48: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 49: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
General Knowledge,hard,(enigma_pulse) General Knowledge hard question 50: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;hard,true
Science,easy,(enigma_pulse) Science easy question 1: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 2: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 3: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 4: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 5: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 6: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 7: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 8: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 9: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 10: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 11: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 12: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 13: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 14: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 15: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 16: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 17: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 18: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 19: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 20: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 21: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 22: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 23: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 24: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 25: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 26: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 27: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 28: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 29: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 30: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 31: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 32: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 33: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 34: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 35: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 36: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 37: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 38: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 39: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 40: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 41: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 42: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 43: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 44: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 45: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 46: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 47: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 48: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 49: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;science;easy,true
Science,easy,(enigma_pulse) Science easy question 50: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;science;easy,true
Science,medium,(enigma_pulse) Science medium question 1: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;science;medium,true
Science,medium,(enigma_pulse) Science medium question 2: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;science;medium,true
Science,medium,(enigma_pulse) Science medium question 3: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;science;medium,true
Science,medium,(enigma_pulse) Science medium question 4: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;science;medium,true
Science,medium,(enigma_pulse) Science medium question 5: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;science;medium,true
Science,medium,(enigma_pulse) Science medium question 6: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;science;medium,true
Science,medium,(enigma_pulse) Science medium question 7: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;science;medium,true
Science,medium,(enigma_pulse) Science medium question 8: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;science;medium,true
Science,medium,(enigma_pulse) Science medium question 9: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;science;medium,true
